Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,6/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cambodia,KHM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.6795152,947.0541673,1001.850965,1013.671478,1056.327994,1152.765067,1150.69404,1077.323905,1082.100653,1072.847652,1072.220129,1094.475613,1125.911875,1143.450921,1186.118971,1306.058893,1328.638755,1354.318952,1371.235352,1336.790283,1340.067627,1386.035767,1395.920044,1402.130615,1428.353516,1438.268764,1458.761011,1400.091065
Kiribati,KIR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558417054,0.646062344,0.667235089,0.68593792,0.717623684,0.712257168,0.769241637,0.796308895,0.844557499,0.869936433,0.868222778,0.906868195,0.936912443,0.944107431,0.935055711,0.911452648,0.882419897,0.912177317,0.969189885,0.963492403,0.963619596,0.961621382,0.939796579,0.924841984,0.950775679,0.974612548,0.966167626,0.957473317,0.984778281,1.006203877,1.004180672
St. Kitts and Nevis,KNA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.432696714,1.433493055,1.475797617,1.470342014,1.529894552,1.51021472,1.492637278,1.539456461,1.564950204,1.585563726,1.578929416,1.605852894,1.635798224,1.632783743,1.651019799,1.575146208,1.745495854,1.807347795,1.820737628,1.874742979,1.895193754,1.961193919,2.016147375,2.03364706,2.034985542,2.034913301,2.037616491,2.039764404,1.962280814,1.952395025,1.918640097
"Korea, Rep.",KOR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.104722,591.307505,623.099327,646.747942,684.890835,717.947266,734.019605,750.463803,775.327404,754.89297,747.714956,757.117476,769.77179,791.696603,795.055445,788.920135,772.480419,770.471026,785.717886,827.817613,840.683012,854.585723,854.887268,869.081422,871.878106,857.483387,858.809687,872.624771,865.721604,868.570306,861.823593
Kuwait,KWT,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098457588,0.089074668,0.082092574,0.084306709,0.095631832,0.08957778,0.073383766,0.085425048,0.100704506,0.090936786,0.094129568,0.096960702,0.105155358,0.12418059,0.140030872,0.142241505,0.165567451,0.136107636,0.149478347,0.171689406,0.175966188,0.179435596,0.178934097,0.190294787,0.186951458,0.177483991,0.195132623,0.189148032,
Latin America & Caribbean (excluding high income),LAC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.2417818,153.2510342,158.8173562,172.4904508,181.889219,213.2238307,238.1290379,279.3958375,509.7603217,1145.580887,1398.398633,1489.733465,1559.198917,1736.661121,1871.921539,1972.227836,2121.139042,2219.298873,2369.907511,2283.015512,2464.259855,2666.534912,2615.523438,2712.929932,2738.37085,2819.729004,2759.425537,2789.108643,2776.00508,2783.052457,2889.356045
Lebanon,LBN,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.3363027,261.8512578,505.463882,615.937612,650.5432349,705.2273555,704.5838335,772.6175412,794.7159919,789.7730731,756.3741929,728.8515261,752.811978,750.773262,722.0642512,692.8136869,678.3862026,681.3369151,718.6845973,786.601354,782.0399575,788.7518065,808.9203021,798.5260277,771.1148519,764.8214421,742.6861057,734.7758799,756.7086808,777.021444,1414.911864
Liberia,LBR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308871284,0.30441806,0.295504166,0.335117812,0.381346252,0.371638563,0.393673941,0.429448094,0.494242105,0.477147142,0.502365158,0.545838708,0.560399265,0.539034882,0.521862499,0.549791635,0.518197656,0.460993551,0.441843103,0.417882233,0.408399452
Libya,LBY,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182948587,0.202760753,0.212664313,0.266395723,0.299102462,0.357101695,0.445251105,0.473059237,0.511452137,0.611211003,0.453042638,0.511241074,0.592176242,0.676705556,0.663322637,0.575297949,0.490304619,0.505056908,0.606110228,0.699172495,0.679329193,0.476814861
St. Lucia,LCA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.629377316,1.662483858,1.653808476,1.631757582,1.638840493,1.686487331,1.649487024,1.668123393,1.689645455,1.704448098,1.733931424,1.681238811,1.661873743,1.716815721,1.683645776,1.745397626,1.781811402,1.797508381,1.80786975,1.799905091,1.857602447,1.829693198,1.875663161,1.87722981,1.931427956,2.011074781,1.957611918,1.995760322,1.962282444,1.947002667,1.934939947
Latin America & Caribbean,LCN,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.960659215,10.65843957,11.40091158,12.23787312,13.15272441,14.0811228,15.32375927,16.40837879,17.72082162,18.19577522,19.09313786,19.64536357,20.90819298,22.32282451,23.65083556,25.32605935,27.35428973,30.37569474,34.66093839,36.42130309,38.62954401,39.28888702,41.44745636,42.93896866,44.29830933,45.18318939,46.2829628,49.39013672,50.07776722,50.54539262,51.65101288
Lower middle income,LMC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.114774034,1.270540696,1.415385892,1.538836466,1.623680573,1.794159397,1.867648422,2.001575538,2.175688725,2.319115991,2.411320898,2.630279835,2.957186239,2.974075081,3.174143293,3.260577699,3.459478817,3.143649175,3.599359318,3.656005714,3.806986262,4.080752373,4.373357773,4.393080235,4.623232841,4.751587391,5.01154089,5.505852699,5.894152608,5.97298966,5.897337072
Late-demographic dividend,LTE,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361475,0.423296,0.463964,0.47262,0.461162,0.451527,0.432687,0.42073,0.404409,0.414384,0.435163,0.44685,0.470767,0.492829,0.469048,0.450033,0.451921,0.452657,0.443347,0.44262,0.445858,0.43844,0.44272,0.446753,0.450618,0.451998
Luxembourg,LUX,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96832,0.953719,0.967241,1.001289,1.015082,0.974946,0.977094,0.973888,0.964435,0.95763,0.955437,0.963233,0.956996,0.96571,0.951997,0.946363,0.917918,0.922537,0.900045,0.902341,0.924932,0.905099,0.90679,0.895254,0.884138,0.881261,0.851894,0.84831,0.846841,0.846922,0.857118
Latvia,LVA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.296771,0.328835,0.342004,0.353102,0.354315,0.360698,0.353274,0.360954,0.378618,0.399667,0.438594,0.489546,0.566495,0.575542,0.520747,0.486634,0.498506,0.506203,0.499271,0.497558,0.497569,0.484535,0.484537,0.49098,0.496688,0.481785
"Macao SAR, China",MAC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.779578729,3.001937354,3.36765936,3.603433585,3.766378227,3.990919624,4.007996635,4.005470732,3.884011206,3.783151255,3.635806534,3.505154081,3.40440924,3.344040713,3.319336753,3.398298388,3.553940761,3.764218789,4.064338337,4.070792708,4.216667895,4.439786911,4.565290928,4.643870831,4.860661983,5.137023449,5.117854118,5.154916286,5.212431625,5.243828189,5.178889556
St. Martin (French part),MAF,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.899568454,3.975557844,4.06530698,4.091743463,4.03245022,4.247372334,4.189164265,4.147529783,4.117417575,4.081933083,3.963040617,3.903276765,3.888935852,3.858601967,3.80325516,3.732276205,3.678727177,3.711283995,3.805403499,3.7821608,3.775071341,3.67227602,3.749628782,3.793989658,4.033862591,3.996445417,3.994036913,4.023440361,3.971916177,3.954455737,3.916888863
Monaco,MCO,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6888285,0.864845273,0.956482854,1.035329831,1.42660393,1.77675801,1.948809072,2.106998651,2.376098084,2.49861119,2.649552972,2.916805236,3.292388723,3.528118772,3.577385293,4.713902243,4.995654106,5.009827614,4.988722324,5.293014526,5.556087017,5.408738136,5.572401524,5.614795016,5.819239899,6.062807522
Madagascar,MDG,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.50309154,87.66963541,98.20277004,105.5132404,143.5889333,209.6043247,246.5101731,253.2168952,265.9482851,281.0104487,306.6688459,323.8443649,371.3992541,358.4144946,397.7264709,456.5432049,490.8391914,527.1751668,555.8294107,589.8470627,642.6325683,694.8626709,742.8981934,777.6588135,823.9561157,886.0913086,941.0108643,1013.434631,1060.395126,1128.673698,1178.099083
Maldives,MDV,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06955914,3.154723966,3.228410292,3.156148438,3.196890071,3.190540349,4.710965046,4.6606828,4.597029807,4.922822692,5.211333167,5.43084293,5.823893314,6.34403621,7.006661709,7.125536826,7.861625671,8.154155731,8.246445656,8.173717499,8.277911186,8.128860474,8.160779953,8.217870107,8.029460349,8.346489542
Middle East & North Africa,MEA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.346927,1.605792,1.796268,2.057499,2.191969,2.972768,3.694261,4.312385,4.922369,5.63367,6.103027,6.332835,6.553697,6.648073,6.989209,7.126862,7.157871,7.374153,7.469532,7.428654,7.676843,7.673013,7.858708,7.884359,8.045318,8.327595,8.446043,8.913552,9.201885,9.369987,9.522285
Marshall Islands,MHL,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.850582587,0.864261703,0.87047283,0.876122845,0.880319943,0.886444395,0.894844091,0.938989856,0.949519451,0.96518357,0.9397863,0.916650735,0.932962763,0.928595731,0.90284939,0.882050277,0.890338382,0.880456692,0.942585867,0.893875646,0.887174189,0.938595164,0.987715751,0.955963152,0.933776525,0.918628281,0.986452236,0.990913633,0.973182583,0.96990903,
Middle income,MIC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048224396,0.090458307,1.213137765,6.424560907,15.84421658,18.17122926,18.35570384,18.75356763,18.75229862,19.03926336,19.9377273,20.49291696,20.0150811,20.1212166,19.27775961,19.29347025,18.91074058,19.53732323,19.26390602,18.35064847,18.71600569,19.28954254,19.00345724,19.10537669,18.99582279,19.44064641,18.95864291,18.97014895,19.03098515,18.81913986,18.82936932
Mali,MLI,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0997433,117.6138163,115.8428153,116.822585,159.6316078,181.0709898,174.8774217,181.5060538,182.6081953,174.2220652,169.3564425,173.4745161,176.772351,160.3695411,161.7850416,168.6677823,171.3210354,174.4388729,183.5611799,190.6177771,196.6468144,216.0901642,225.3787079,219.3123932,218.6827087,218.5709686,211.3566742,214.5086823,212.533258,212.8364047,211.4083055
Malta,MLT,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.570627507,0.570457051,0.577571164,0.580308824,0.588413092,0.580833039,0.57767735,0.575360948,0.580734892,0.583357983,0.579804547,0.588850826,0.581837108,0.57448863,0.566726901,0.572728836,0.572379323,0.56880074,0.571554045,0.569037218,0.572039961,0.574149665,0.579727114,0.57747751,0.586357807,0.59970095,0.583018318,0.586424535,0.583902637,0.576591686,0.572536077
Myanmar,MMR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.642233348,10.34482715,12.31373912,16.38909557,19.58952204,22.9480517,27.72701729,36.4682918,48.98184413,59.21660228,59.34767902,72.50201467,100.9992549,119.4817177,120.5392355,139.2997025,164.0080158,197.4810291,220.0941734,229.0852547,242.3956974,261.7839355,267.4961548,278.5593872,294.0066223,318.9785461,347.0705872,366.7132568,380.5516705,398.4982147,417.3527637
Middle East & North Africa (excluding high income),MNA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29338996,0.314808195,0.314172138,0.336334574,0.347430908,0.355410341,0.337749214,0.350873892,0.36405422,0.371568472,0.369701576,0.363802524,0.369767596,0.364005136,0.361784663,0.359639702,0.349142444,0.350954176,0.347805275,0.340944903,0.327936264
Mongolia,MNG,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.751708899,3.275629017,8.765337405,35.86794308,57.70574839,90.58694713,98.57230793,117.9019404,114.3374232,124.974951,136.9109502,147.9705289,154.9449274,167.6917843,190.5519505,221.9367168,262.7811407,285.6650631,340.3170443,343.9118166,473.1370031,533.5269775,577.6601563,630.6798096,683.7674561,717.0722656,729.2227783,791.4360352,837.8926828,900.4249123,931.6673226
Northern Mariana Islands,MNP,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.814708913,1.269245573,1.685016828,2.368906933,3.476735763,5.160547546,7.585153902,8.2539485,8.648074803,9.322368484,10.1669328,11.51783641,12.4770014,12.78181142,13.25795557,13.78208018,14.43059792,15.11270771,15.60739347,15.65473846,16.71216255,16.89354134,18.01926422,18.42557335,18.55117989,18.26424789,19.83352852,22.85555267,22.98951272,23.58942567,24.05055145
Mauritania,MRT,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.805048956,3.003903425,3.10561179,3.395139376,3.692891434,3.719841655,3.720792616,4.099464305,4.80183595,4.959495169,5.159169885,5.342589346,5.612555728,5.757385638,6.219655698,6.911518776,7.653805416,8.116621151,8.814961404,8.716868975,10.541657,11.96817093,12.1540863,12.04170609,11.8206459,11.78108215,11.52193298,11.12575836,11.06136765,11.37562959,12.00936794
Mauritius,MUS,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.530654036,7.908165424,8.146038499,8.69120208,9.067326027,9.360968224,9.836321139,10.16473665,10.75155522,11.29505954,11.42481429,11.8763121,12.41850243,12.87766818,13.3984868,13.50674509,14.55776342,15.35479567,15.91834299,15.6945576,15.68853334,15.85335922,16.4589386,16.56019211,16.81788445,16.8821373,16.62236023,16.88220215,16.72497017,16.51477475,16.51886062
Malawi,MWI,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.462110754,1.633497041,1.809138382,2.265188428,2.798276991,4.857246562,7.266745481,8.63191238,10.2044671,14.05181886,17.94132078,22.0545791,35.20782779,38.14212723,42.65654219,45.81138386,53.34435241,54.07861971,59.39366161,63.60079482,70.49236468,78.76928711,94.33124542,114.5412445,146.2037048,186.6148834,221.1973419,251.074234,260.2671876,275.3705735,298.8190132
Malaysia,MYS,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968653348,0.970554858,0.971839084,0.987196575,1.004613504,1.019733242,1.038247802,1.056190368,1.133198649,1.117578088,1.189941219,1.145981599,1.163435236,1.179904239,1.218016433,1.285908872,1.29782518,1.325567776,1.435360049,1.339141437,1.419909282,1.466134429,1.453631401,1.47225976,1.505472064,1.567630649,1.594258189,1.654786944,1.626870786,1.599354668,1.567897924
North America,NAC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.422340975,1.458182918,1.564097957,1.686217738,1.909699052,1.995454428,2.25696252,2.376523554,2.54441358,2.678387899,2.915367924,3.172414338,3.435429679,3.415665529,3.393980585,3.475711969,3.690961744,3.92819812,4.27561772,4.537981358,4.652844639,4.731508255,5.212440014,5.400163174,5.666217804,5.932094574,6.414111137,7.020597935,7.155675383,7.092634552,7.39645732
New Caledonia,NCL,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.9893959,146.9022416,136.157573,127.8605164,152.9968591,156.2226755,164.1044602,172.6017913,181.054998,179.1558893,180.8082467,185.7960013,187.6077258,183.8400357,179.7131314,189.2463804,186.4359469,194.3344473,209.9352904,217.07682,222.033091,226.1277771,233.4267731,242.0844727,243.9996948,249.9211121,257.0189514,258.460083,258.5398891,254.2775904,257.595689
Nigeria,NGA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.347280463,2.69880236,3.872309641,5.357762516,7.516968503,12.91410013,16.04146189,16.56673794,17.36682313,19.41891576,23.30102136,25.09842819,29.92315455,32.25785837,37.92318984,44.08106476,52.99694213,55.27474855,58.51508003,58.4707992,73.25853784,78.7765274,86.8260498,90.26118469,92.7820282,96.83239746,105.3739166,115.977829,124.8431436,135.3908958,144.2703896
Nicaragua,NIC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062761609,1.840496998,2.225342828,2.617119501,2.761738371,3.067293293,3.301510741,3.562894015,4.017496424,4.325705299,4.593567081,4.820477101,4.899564948,5.066671622,5.380399364,5.732717588,6.002126144,6.410623652,7.307007874,7.689367352,8.067469805,8.709558487,9.361681938,9.714930534,10.15969181,10.55416775,10.59366035,10.80687046,10.83404727,11.23066645,11.74674054
Netherlands,NLD,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919695,0.917341,0.919286,0.912355,0.911706,0.911419,0.90738,0.908977,0.905982,0.906357,0.890163,0.904694,0.900863,0.926458,0.908546,0.897139,0.873084,0.861245,0.847775,0.84772,0.853394,0.836065,0.824408,0.798166,0.808798,0.809978,0.795448,0.78215,0.775748,0.785516,0.773146
Norway,NOR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.599692,9.491041,9.220206,9.213305,9.006615,9.091711,8.995578,9.059569,9.312731,9.283739,9.082606,9.173071,9.05673,9.206974,9.133219,9.005204,8.791878,8.933784,8.859281,9.077231,9.144245,9.082736,9.037085,9.029349,9.278458,9.932516,10.0419,9.74983,9.597451,9.763243,10.026168
Nepal,NPL,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.832471965,7.438044366,8.616900169,9.324441198,9.56916704,9.963195606,10.54945615,11.12551351,11.45362016,12.29400751,12.56300606,12.71286965,13.00735744,13.16228678,13.35124017,13.7402537,14.31824245,15.00385442,15.54468462,17.88126654,20.35257146,25.25461197,26.00444031,26.79986954,28.1527462,29.9425354,31.99880981,31.23498344,31.83127228,32.74006709,33.51567958
Nauru,NRU,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.035121412,0.936928535,0.796195973,0.74738647,0.868720073,1.129002668,0.903958777,0.998753796,1.234576032,0.948684768,0.873957278,0.763762233,0.962063015,1.058723639,1.073068535,1.089170585,
New Zealand,NZL,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53859,1.492342,1.486938,1.483369,1.46415,1.462862,1.467213,1.448473,1.447791,1.43466,1.443906,1.474387,1.468962,1.49747,1.507677,1.535,1.481508,1.505519,1.490709,1.470995,1.496126,1.485915,1.495622,1.445979,1.44073,1.478014,1.441008,1.430959,1.424703,1.439815,1.445397
OECD members,OED,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107065522,0.094762364,0.093830451,0.086718963,0.084523437,0.084241409,0.088861461,0.085402526,0.073175632,0.080096537,0.091984044,0.085903022,0.088543157,0.095923006,0.105558701,0.125366956,0.138270297,0.145781026,0.191263396,0.142119024,0.162446826,0.184847802,0.188951403,0.190663323,0.199446067,0.198082402,0.194321051,0.200041279,0.218809645,0.207368607,
Other small states,OSS,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.440944448,5.973064861,6.435737013,6.842446317,7.57221326,8.381349249,8.919845623,9.9421922,10.5714613,11.03191149,11.19221527,11.53361189,11.77741108,11.93946316,12.47874456,13.05053209,13.99222107,14.61739589,16.23174938,19.43810008,21.29899384,24.96168137,26.63530922,28.52172089,30.40348053,31.46785736,32.3776474,33.58892059,33.60804542,35.86508267,38.73587485
Panama,PAN,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.516122373,0.501699553,0.515346589,0.521314242,0.529196922,0.520747525,0.506564727,0.505989304,0.50534884,0.502352845,0.485235257,0.479702597,0.480125589,0.476704698,0.473328948,0.467055742,0.462267508,0.471895216,0.497735496,0.5259343,0.533343038,0.552960157,0.574011803,0.571320415,0.558843911,0.538338184,0.51544106,0.497470468,0.489481338,0.480076746,0.458215902
Peru,PER,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073687446,0.34073313,0.563876766,0.806325114,1.000161861,1.112641602,1.198486786,1.263978224,1.317044037,1.336398326,1.353251045,1.330234008,1.310948097,1.310261194,1.356025905,1.361138606,1.42230878,1.40574847,1.394139903,1.412145256,1.475594664,1.542905331,1.599306464,1.616158843,1.645859241,1.714085579,1.743263602,1.749454975,1.747170457,1.750598694,1.802541343
Philippines,PHL,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.235344129,8.155327513,8.60613583,8.98132781,9.672143628,10.18883203,10.77216072,11.24869082,12.28673068,12.90943204,13.78370189,14.24571988,14.61725897,14.8088467,15.2700967,15.68414381,16.00161092,16.07609939,16.90148125,17.2329124,17.77897349,18.09765434,18.06898308,18.42586708,18.8760128,19.00100899,18.94860458,19.38501167,19.63861834,19.42868306,19.51067451
